Tools	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	Frame	Face	State	Q0	Qx	Qy	Qz	Tx	Ty	Tz	Error	Markers
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	540480	1	OK	0.2284276	-0.4891757	-0.8065154	0.2409583	-144.743	-72.392	-409.611	0.1244260	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	540488	1	OK	0.2279936	-0.4892366	-0.8068700	0.2400566	-144.324	-72.134	-409.748	0.1224959	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	540496	1	OK	0.2274667	-0.4893670	-0.8072135	0.2391343	-143.904	-71.912	-409.910	0.1256961	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	540504	1	OK	0.2269964	-0.4893643	-0.8075795	0.2383496	-143.496	-71.668	-410.013	0.1297459	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	540512	1	OK	0.2267606	-0.4893179	-0.8078357	0.2378005	-143.209	-71.469	-410.163	0.1259196	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	540520	1	OK	0.2263426	-0.4892986	-0.8081502	0.2371693	-142.893	-71.314	-410.312	0.1274042	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	540528	1	OK	0.2259865	-0.4891845	-0.8084031	0.2368821	-142.710	-71.251	-410.565	0.1392750	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	540536	1	OK	0.2255297	-0.4891838	-0.8086959	0.2363186	-142.374	-71.082	-410.709	0.1426990	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	540544	1	OK	0.2253866	-0.4891022	-0.8089116	0.2358856	-142.129	-70.905	-410.816	0.1359889	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	540552	1	OK	0.2250433	-0.4890640	-0.8091701	0.2354053	-141.779	-70.761	-411.016	0.1275768	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	540560	1	OK	0.2246844	-0.4891188	-0.8094057	0.2348239	-141.440	-70.584	-411.158	0.1257300	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	540568	1	OK	0.2242071	-0.4892708	-0.8097128	0.2339026	-141.049	-70.388	-411.423	0.1187406	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	540576	1	OK	0.2238285	-0.4892294	-0.8100423	0.2332100	-140.600	-70.126	-411.597	0.1231052	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	540584	1	OK	0.2235241	-0.4892186	-0.8103524	0.2324461	-140.221	-69.879	-411.828	0.1199331	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	540592	1	OK	0.2231113	-0.4892654	-0.8106965	0.2315422	-139.781	-69.627	-412.009	0.1141543	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	540600	1	OK	0.2226708	-0.4892656	-0.8110012	0.2308982	-139.344	-69.416	-412.242	0.1174183	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	540608	1	OK	0.2223685	-0.4893636	-0.8112494	0.2301086	-138.926	-69.146	-412.381	0.1116322	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	540616	1	OK	0.2220799	-0.4893250	-0.8115301	0.2294785	-138.565	-68.922	-412.512	0.1132218	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	540624	1	OK	0.2217161	-0.4892608	-0.8118037	0.2289994	-138.257	-68.777	-412.757	0.1180250	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	540632	1	OK	0.2214999	-0.4892241	-0.8120273	0.2284936	-138.078	-68.615	-412.986	0.1216167	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	540640	1	OK	0.2210227	-0.4892113	-0.8122903	0.2280475	-137.697	-68.506	-413.161	0.1271177	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	540648	1	OK	0.2206826	-0.4891367	-0.8125300	0.2276829	-137.385	-68.352	-413.308	0.1368473	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	540656	1	OK	0.2203841	-0.4890827	-0.8127662	0.2272445	-137.109	-68.245	-413.491	0.1295035	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	540664	1	OK	0.2199208	-0.4890748	-0.8129987	0.2268784	-136.786	-68.153	-413.619	0.1329194	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	540672	1	OK	0.2193852	-0.4891814	-0.8132971	0.2260962	-136.380	-67.961	-413.788	0.1363787	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	540680	1	OK	0.2188037	-0.4892484	-0.8136315	0.2253103	-135.989	-67.780	-414.027	0.1370798	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	540688	1	OK	0.2181409	-0.4892933	-0.8140211	0.2244467	-135.551	-67.618	-414.265	0.1320703	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	540696	1	OK	0.2176046	-0.4893975	-0.8143398	0.2235820	-135.138	-67.414	-414.548	0.1268750	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	540704	1	OK	0.2170669	-0.4894798	-0.8146915	0.2226414	-134.654	-67.140	-414.741	0.1251011	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	540712	1	OK	0.2164927	-0.4895338	-0.8150380	0.2218120	-134.106	-66.901	-414.942	0.1259584	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	540720	1	OK	0.2160864	-0.4896038	-0.8153417	0.2209361	-133.744	-66.639	-415.131	0.1185454	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	540728	1	OK	0.2156574	-0.4896906	-0.8156366	0.2200725	-133.345	-66.404	-415.388	0.1163993	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	540736	1	OK	0.2151876	-0.4897537	-0.8159413	0.2192612	-132.924	-66.163	-415.577	0.1179989	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	540744	1	OK	0.2147250	-0.4898931	-0.8162416	0.2182832	-132.542	-65.924	-415.757	0.1163962	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	540752	1	OK	0.2144081	-0.4899162	-0.8164629	0.2177144	-132.262	-65.756	-415.985	0.1161782	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	540760	1	OK	0.2143077	-0.4899258	-0.8166195	0.2172039	-132.070	-65.563	-416.105	0.1137709	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	540768	1	OK	0.2141343	-0.4899105	-0.8167410	0.2169523	-131.803	-65.418	-416.190	0.1161636	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	540776	1	OK	0.2137373	-0.4900295	-0.8169219	0.2163933	-131.504	-65.285	-416.273	0.1212342	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	540784	1	OK	0.2133188	-0.4901677	-0.8171363	0.2156825	-131.200	-65.150	-416.364	0.1228393	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	540792	1	OK	0.2130023	-0.4902995	-0.8172865	0.2151260	-130.971	-65.027	-416.519	0.1190931	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	540800	1	OK	0.2126151	-0.4903136	-0.8174979	0.2146731	-130.729	-64.930	-416.678	0.1226091	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	540808	1	OK	0.2122863	-0.4903750	-0.8176568	0.2142527	-130.484	-64.831	-416.796	0.1221343	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	540816	1	OK	0.2119095	-0.4904300	-0.8178485	0.2137674	-130.252	-64.703	-416.950	0.1277559	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	540824	1	OK	0.2115710	-0.4903993	-0.8180214	0.2135117	-129.945	-64.584	-417.094	0.1360210	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	540832	1	OK	0.2112757	-0.4904563	-0.8181999	0.2129887	-129.624	-64.435	-417.184	0.1309093	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	540840	1	OK	0.2108451	-0.4905386	-0.8184448	0.2122836	-129.226	-64.292	-417.384	0.1242500	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	540848	1	OK	0.2104951	-0.4905742	-0.8187298	0.2114480	-128.890	-64.069	-417.598	0.1216907	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	540856	1	OK	0.2102687	-0.4905602	-0.8189628	0.2108026	-128.573	-63.837	-417.818	0.1202276	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	540864	1	OK	0.2098138	-0.4906327	-0.8192382	0.2100156	-128.295	-63.643	-418.134	0.1266059	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	540872	1	OK	0.2094456	-0.4906252	-0.8195123	0.2093303	-127.944	-63.426	-418.293	0.1275868	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	540880	1	OK	0.2091427	-0.4906534	-0.8197823	0.2085082	-127.516	-63.168	-418.443	0.1282334	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	540888	1	OK	0.2087286	-0.4906198	-0.8200768	0.2078429	-127.163	-62.969	-418.579	0.1272476	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	540896	1	OK	0.2083556	-0.4907113	-0.8203137	0.2070649	-126.801	-62.779	-418.783	0.1204559	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	540904	1	OK	0.2079787	-0.4907960	-0.8205814	0.2061805	-126.459	-62.592	-418.952	0.1071668	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	540912	1	OK	0.2074397	-0.4907810	-0.8208620	0.2056411	-126.100	-62.490	-419.209	0.1111618	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	540920	1	OK	0.2069978	-0.4908199	-0.8211388	0.2048874	-125.698	-62.243	-419.366	0.1128960	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	540928	1	OK	0.2064417	-0.4909102	-0.8213932	0.2042110	-125.333	-62.098	-419.617	0.1096576	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	540936	1	OK	0.2057996	-0.4909070	-0.8217072	0.2036029	-124.892	-61.946	-419.792	0.1135089	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	540944	1	OK	0.2053329	-0.4908470	-0.8219621	0.2031895	-124.413	-61.785	-419.842	0.1085207	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	540952	1	OK	0.2048489	-0.4909164	-0.8222131	0.2024938	-123.990	-61.597	-420.005	0.1071908	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	540960	1	OK	0.2043303	-0.4909699	-0.8224462	0.2019404	-123.623	-61.435	-420.182	0.1116073	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	540968	1	OK	0.2038465	-0.4909533	-0.8227146	0.2013758	-123.193	-61.254	-420.386	0.1144538	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	540976	1	OK	0.2033847	-0.4909643	-0.8229879	0.2006980	-122.740	-61.055	-420.488	0.1043577	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	540984	1	OK	0.2027537	-0.4910242	-0.8233145	0.1998484	-122.266	-60.832	-420.700	0.1134869	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	540992	1	OK	0.2023321	-0.4910884	-0.8236041	0.1989227	-121.816	-60.519	-420.870	0.1114585	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	541000	1	OK	0.2017869	-0.4910640	-0.8239173	0.1982386	-121.456	-60.305	-421.044	0.1228941	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	541008	1	OK	0.2011714	-0.4910743	-0.8242626	0.1974014	-120.958	-60.070	-421.206	0.1334931	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	541016	1	OK	0.2006857	-0.4911349	-0.8245602	0.1964999	-120.542	-59.847	-421.389	0.1249883	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	541024	1	OK	0.2003535	-0.4911910	-0.8248304	0.1955625	-120.155	-59.590	-421.665	0.1097931	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	541032	1	OK	0.1997919	-0.4912129	-0.8251456	0.1947507	-119.690	-59.358	-421.827	0.1086092	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	541040	1	OK	0.1993487	-0.4912249	-0.8254292	0.1939710	-119.245	-59.137	-422.068	0.0992102	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	541048	1	OK	0.1988223	-0.4913568	-0.8257276	0.1929045	-118.770	-58.868	-422.221	0.0958683	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	541056	1	OK	0.1983511	-0.4913065	-0.8260628	0.1920806	-118.319	-58.594	-422.410	0.1001046	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	541064	1	OK	0.1980131	-0.4912448	-0.8263129	0.1915106	-117.976	-58.382	-422.587	0.0955128	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	541072	1	OK	0.1975330	-0.4911915	-0.8265923	0.1909363	-117.588	-58.210	-422.782	0.0997386	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	541080	1	OK	0.1970203	-0.4912305	-0.8268964	0.1900472	-117.142	-58.000	-422.944	0.0896443	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	541088	1	OK	0.1967769	-0.4911877	-0.8271395	0.1893509	-116.731	-57.716	-423.120	0.0826380	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	541096	1	OK	0.1963394	-0.4911137	-0.8274565	0.1886104	-116.233	-57.442	-423.302	0.0839204	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	541104	1	OK	0.1956534	-0.4910179	-0.8278316	0.1879257	-115.738	-57.240	-423.528	0.0964548	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	541112	1	OK	0.1950965	-0.4909819	-0.8282108	0.1869250	-115.193	-56.929	-423.761	0.1013542	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	541120	1	OK	0.1945329	-0.4909402	-0.8285726	0.1860166	-114.673	-56.618	-423.873	0.1085689	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	541128	1	OK	0.1940724	-0.4908980	-0.8288768	0.1852519	-114.223	-56.310	-424.127	0.1155766	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	541136	1	OK	0.1934546	-0.4908967	-0.8292003	0.1844521	-113.796	-56.095	-424.411	0.1246182	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	541144	1	OK	0.1928138	-0.4909199	-0.8295692	0.1833998	-113.218	-55.796	-424.552	0.1250814	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	541152	1	OK	0.1922309	-0.4909742	-0.8299247	0.1822541	-112.650	-55.468	-424.737	0.1208025	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	541160	1	OK	0.1917540	-0.4909842	-0.8302716	0.1811462	-112.099	-55.129	-424.941	0.1141081	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	541168	1	OK	0.1909513	-0.4910152	-0.8306809	0.1800301	-111.516	-54.880	-425.074	0.1141275	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	541176	1	OK	0.1904591	-0.4910564	-0.8309935	0.1789937	-111.028	-54.547	-425.313	0.1183108	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	541184	1	OK	0.1899458	-0.4911260	-0.8313214	0.1778217	-110.458	-54.175	-425.409	0.1219694	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	541192	1	OK	0.1894448	-0.4912201	-0.8315918	0.1768292	-110.033	-53.922	-425.627	0.1135321	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	541200	1	OK	0.1887735	-0.4913143	-0.8319595	0.1755510	-109.436	-53.588	-425.937	0.1108292	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	541208	1	OK	0.1881604	-0.4913534	-0.8323404	0.1742899	-108.861	-53.281	-426.177	0.1024922	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	541216	1	OK	0.1875643	-0.4913994	-0.8327121	0.1730227	-108.213	-52.889	-426.446	0.0942492	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	541224	1	OK	0.1870373	-0.4913671	-0.8331058	0.1717855	-107.560	-52.445	-426.746	0.0962649	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	541232	1	OK	0.1863988	-0.4913993	-0.8335105	0.1704185	-106.904	-52.027	-426.938	0.0924502	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	541240	1	OK	0.1855858	-0.4914448	-0.8339086	0.1692226	-106.144	-51.629	-427.223	0.1057725	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	541248	1	OK	0.1849799	-0.4914991	-0.8342805	0.1678901	-105.508	-51.211	-427.648	0.1031856	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	541256	1	OK	0.1842279	-0.4915498	-0.8347020	0.1664675	-104.777	-50.797	-427.906	0.0963574	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	541264	1	OK	0.1834752	-0.4916029	-0.8351389	0.1649439	-104.017	-50.348	-428.253	0.0883145	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	541272	1	OK	0.1827242	-0.4915710	-0.8356202	0.1634279	-103.150	-49.810	-428.563	0.0919029	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	541280	1	OK	0.1819703	-0.4915775	-0.8361066	0.1617534	-102.342	-49.277	-428.883	0.0923462	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	541288	1	OK	0.1811230	-0.4916583	-0.8365445	0.1601873	-101.523	-48.789	-429.218	0.0937497	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	541296	1	OK	0.1803763	-0.4916512	-0.8369956	0.1586877	-100.674	-48.289	-429.483	0.0936020	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	541304	1	OK	0.1794931	-0.4916850	-0.8374283	0.1572960	-99.886	-47.867	-429.882	0.0987362	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	541312	1	OK	0.1786665	-0.4916069	-0.8378948	0.1559914	-99.070	-47.411	-430.240	0.1025933	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	541320	1	OK	0.1780705	-0.4915501	-0.8382828	0.1547619	-98.470	-47.030	-430.547	0.0940134	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	541328	1	OK	0.1774471	-0.4914584	-0.8386839	0.1535921	-97.766	-46.579	-430.758	0.1016861	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	541336	1	OK	0.1767366	-0.4914730	-0.8390716	0.1522411	-97.052	-46.154	-430.911	0.1074155	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	541344	1	OK	0.1760382	-0.4914714	-0.8394396	0.1510220	-96.452	-45.770	-431.079	0.1083810	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	541352	1	OK	0.1751795	-0.4914427	-0.8398342	0.1499161	-95.845	-45.466	-431.233	0.1172788	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	541360	1	OK	0.1743049	-0.4914631	-0.8401989	0.1488210	-95.212	-45.200	-431.403	0.1142432	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	541368	1	OK	0.1734637	-0.4913525	-0.8406335	0.1477103	-94.525	-44.836	-431.575	0.1241712	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	541376	1	OK	0.1726921	-0.4913972	-0.8409814	0.1464803	-93.948	-44.500	-431.794	0.1231329	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	541384	1	OK	0.1720099	-0.4913968	-0.8413242	0.1453113	-93.381	-44.180	-432.041	0.1202491	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	541392	1	OK	0.1714113	-0.4913530	-0.8416451	0.1443051	-92.817	-43.849	-432.250	0.1217250	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	541400	1	OK	0.1705464	-0.4914224	-0.8420242	0.1428750	-92.061	-43.432	-432.403	0.1229052	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	541408	1	OK	0.1698939	-0.4914433	-0.8423478	0.1416674	-91.415	-43.087	-432.612	0.1147794	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	541416	1	OK	0.1691558	-0.4914222	-0.8426940	0.1405609	-90.738	-42.746	-432.862	0.1147137	0
